"AUTHOR_ID"	"AUTHOR_NAME"	"AUTHOR_SUMMARY"
"1021861"	"নন্দিতা বসু"	
"1021862"	"প্রদীপরঞ্জন দাস"	
"1021863"	"স্মরজিৎ বিশ্বাস"	
"1021864"	"আলেকজান্ডার ইভানোভিচ ওপারিন"	
"1021865"	"মুস্তাফা সিরাজ"	
"1021866"	"ডঃ কৃষ্ণারানী মাইতি"	
"1021867"	"পশুপতি প্রসাদ মাহাত"	
"1021868"	"সুজিত চক্রবর্তী"	
"1021869"	"দীপ্তি চট্টোপাধ্যায়"	
"1021870"	"সজল বসু"	
"1021871"	"মিত্র কৌটিল্য"	
"1021872"	"দীপক গুহরায়"	
"1021873"	"নির্মাল্য দাশগুপ্ত"	
"1021874"	"পরাণ বন্দ্যোপাধ্যায়"	
"1021875"	"সায়ন্তনী পূততুণ্ড"	
"1021876"	"রাহুল চট্টোপাধ্যায়"	
"1021877"	"মণিশংকর বিশ্বাস"	
"1021878"	"অনিন্দিতা মুখোপাধ্যায়"	
"1021879"	"সঞ্জয় মিত্র"	
"1021880"	"ডাগ সোলস্টাড"	
"1021881"	"সিনিক্কা নেপোলা"	
"1021882"	"সুনা ওন্দার"	
"1021883"	"নারায়ন চন্দ্র মহলদার"	
"1021884"	"সুনন্দন রায়চৌধুরী"	
"1021885"	"অনিন্দিতা দত্ত"	
"1021886"	"ড. ফাহমিদা"	
"1021887"	"তমাল শেখর দে"	
"1021888"	"ড. মাহবুব সরফরাজ"	
"1021889"	"ব্রজেন্দ্রকুমার সিংহ"	
"1021890"	"জীবন নরহ"	
"1021891"	"দ্বিজেন্দ্র নারায়ণ গোস্বামী"	
"1021892"	"এ. কে. চৌধুরী"	
"1021893"	"গৌরী বর্মণ"	
"1021894"	"সঞ্জয় কর"	
"1021895"	"আব্দুল জব্বার কাজল"	
"1021896"	"শিপ্রা দত্ত"	
"1021897"	"পবিত্র কুমার দাস"	
"1021898"	"আব্দুল হাদী"	
"1021899"	"রেজাউল করীম"	
"1021900"	"গোলাম মোস্তফা চৌধুরী"	
"1021901"	"এনায়েত"	
"1021902"	"টেকনিক্যাল প্রকাশনী"	
"1021903"	"রন্তিদেব সেনগুপ্ত"	
"1021904"	"শ্যামলতরু মুখোপাধ্যায়"	
"1021905"	"কুন্তল মিত্র"	
"1021906"	"জহর সেন মজুমদার"	
"1021907"	"সন্তোষ আচার্য"	
"1021908"	"চন্দন ঘোষ"	
"1021909"	"দেবশ্রী ভট্টাচার্য"	
"1021910"	"অসীম কুমার মিত্র"	
"1021911"	"সাংখ্য চক্রবর্তী"	
"1021912"	"মৃণালকান্তি মুখোপাধ্যায়"	
"1021913"	"প্রিয়নাথ শাস্ত্রী"	
"1021914"	"খগেন্দ্রনাথ চট্টোপাধ্যায়"	
"1021915"	"মানস জানা"	
"1021916"	"ড. রথীন্দ্রনাথ মজুমদার"	
"1021917"	"যোগেন্দ্র চন্দ্র বসু"	
"1021918"	"স্বরূপানন্দ"	
"1021919"	"শিপ্রা মুখোপাধ্যায়"	
"1021920"	"গোপাল পাত্র"	
"1021921"	"ইন্দ্রানী ধর"	
"1021922"	"প্রকেতা বসাক"	
"1021923"	"মুহাম্মদ মিজানুর রহমান-১"	
"1021924"	"প্রকৌশলী ভবসিন্ধু বিশ্বাস"	
"1021925"	"মোঃ নুরুল আমীন"	
"1021926"	"মোহাম্মদ আবদুর রহমান"	
"1021927"	"শেখ আসিফ শাহরিয়া মিজান"	
"1021928"	"অধ্যাপক এ কে এম শহীদুল্লাহ"	
"1021929"	"মো: তবিবুর রহমান"	
"1021930"	"ড. আবু নোমান"	
"1021931"	"মাওলানা মুবাশিশির বিন মিল্লী"	
"1021932"	"ড. মোঃ ইকবালুর রহমান"	
"1021933"	"নয়না চৌধুরী"	
"1021934"	"প্রদীপ রায়গুহ"	
"1021935"	"কান্তি মজুমদার"	
"1021936"	"বিমলেন্দু গুপ্ত"	
"1021937"	"পার্থ দত্ত"	
"1021938"	"তারক নাথ ভট্টাচার্য"	
"1021939"	"সৌরেন দত্ত"	
"1021940"	"হরপ্রসাদ চট্টোপাধ্যায়"	
"1021941"	"মনোজ ঘোষ"	
"1021942"	"শঙ্খ ভট্টাচার্য"	
"1021943"	"শোভা সেন"	
"1021944"	"মদনচন্দ্র করণ"	
"1021945"	"অনিরুদ্ধ বিশ্বাস"	
"1021946"	"অভিজিৎ মণ্ডল"	
"1021947"	"দেব ও দত্ত"	
"1021948"	"উপেন্দ্রনাথ ভট্টাচার্য"	
"1021949"	"কৃষ্ণধন দে"	
"1021950"	"কল্যানী প্রামানিক"	
"1021951"	"অশোক কুমার বাজাজ"	
"1021952"	"চিত্ররথ দত্ত"	
"1021822"	"পারমিতা মুন্সী"	
"1021953"	"সায়ন্তনী ভট্টাচার্য"	
"1021954"	"সুখময় মণ্ডল"	
"1021955"	"সনৎ কুমার চট্টোপাধ্যায়"	
"1021956"	"সুদেব মুখোপাধ্যায়"	
"1021957"	"সনৎকুমার চট্টোপাধ্যায়"	
"1021958"	"বিভাস চক্রবর্তী"	
"1021959"	"শরৎচন্দ্র দাশ"	
"1021960"	"সৌম্য চট্টোপাধ্যায়"	
"1021961"	"প্রবীর লাহিড়ী"	
"1021962"	"রাজা সরকার"	
"1021963"	"সোমক দাস"	
"1021964"	"শাশ্বত সিকদার"	
"1021965"	"উজ্জ্বল বন্দ্যোপাধ্যায়"	
"1021966"	"অচিন দাশগুপ্ত"	
"1021967"	"অধ্যাপক হীরেন্দ্রনাথ বিশ্বাস"	
"1021968"	"মাওলানা মুহাম্মদ কামালুদ্দীন"	
"1021969"	"আজিজুল হক খান"	
"1021970"	"হাদী"	
"1021971"	"মুহাম্মদ যাইনুল আবিদীন"	
"1021972"	"গোপাল চন্দ্র সাহা"	
"1021973"	"শৈলেন কুমার দত্ত"	
"1021974"	"স্বপন মৈত্র"	
"1021975"	"শৌভিক গুপ্ত"	
"1021976"	"দুলাল চন্দ্র অধিকারী"	
"1021977"	"কল্পনা ইসলাম"	
"1021978"	"দিলীপ বসু"	
"1021979"	"সমর দাস"	
"1021980"	"কাজী আমিনুল ইসলাম"	
"1021981"	"শঙ্করকুমার নাথ"	
"1021982"	"শুকদেব সিংহ"	
"1021983"	"ডঃ বিনয়তোষ ভট্টাচার্য"	
"1021984"	"হেমচন্দ্র কানুনগো"	
"1021985"	"অমিয়ভূষণ চক্রবর্তী"	
"1021986"	"ড. দীপঙ্কর বসু"	
"1021987"	"এন. কারাজিন"	
"1021988"	"নিস্তারিণী দেবী"	
"1021989"	"হেমলতা দেবী"	
"1021990"	"শম্ভুচন্দ্র বিদ্যারত্ন"	
"1021991"	"ডব্লিউ. ডব্লিউ. হাণ্টার"	
"1021992"	"ভূপেন্দ্রনাথ দত্ত"	
"1021993"	"রাজনারায়ণ বসু"	
"1021994"	"সুরেন্দ্রনাথ দাশগুপ্ত"	
"1021995"	"রণজিৎ গুহ"	
"1021996"	"অঞ্জন সেন"	
"1021997"	"অনির্বান মুখোপাধ্যায়"	
"1021998"	"মাহ্‌মুদা ফিরদৌসীয়া কাদ্‌রী"	
"1021999"	"রণবীর লাহিড়ী"	
"1022000"	"রবি সেন"	
"1022001"	"হার্দিকব্রত বিশ্বাস"	
"1022002"	"যতীন্দ্রমোহন সিংহ"	
"1022003"	"গুরুদাস সরকার"	
"1022004"	"ভূদেব মুখোপাধ্যায়"	
"1022005"	"অরূপরতন বসু"	
"1022006"	"মাধবী মুখোপাধ্যায়"	
"1022007"	"প্রাবৃট দাসমহাপাত্র"	
"1022008"	"সৌমেন পাল"	
"1022009"	"লালবিহারী দে"	
"1022010"	"ইন্দ্রনীল চট্টোপাধ্যায়"	
"1022011"	"রবীন মজুমদার"	
"1022012"	"মোল্লা নাসিরউদ্দিন"	
"1022013"	"রবি বিশ্বাস"	
"1022014"	"যোগেন্দ্রকুমার চট্টোপাধ্যায়"	
"1022015"	"দীপক চন্দ্র"	
"1022016"	"সুভাষ চন্দ্র সোম"	
"1022017"	"তপন ঘোষাল"	
"1022018"	"দূর্গাপদ চট্টোপাধ্যায়"	
"1022019"	"নরেন্দ্রনাথ রায়"	
"1022020"	"প্রবীর জানা"	
"1022021"	"শশিশেখর"	
"1022022"	"জাফর ওয়াজেব"	
"1022023"	"মনতোষ মুখোপাধ্যায়"	
"1022024"	"শান্তি সিংহ"	
"1022025"	"কল্যাণ কুমার ঘোষ"	
"1022026"	"তরুণ কুমার মণ্ডল"	
"1022027"	"সুরেন্দ্রনাথ ঘড়া (সাহারা)"	
"1022028"	"বরুন মজুমদার"	
"1022029"	"দুর্গা চট্টোপাধ্যায়"	
"1022030"	"মহুয়া ভট্টাচার্য গোস্বামী"	
"1022031"	"সুজিতকুমার পাত্র"	
"1022032"	"বিজন বিহারী দলুই"	
"1022033"	"পঞ্চানন মালাকর"	
"1022034"	"গৌরিশঙ্কর ভট্টাচার্য"	
"1022035"	"শিপ্রা বসু তালুকদার"	
"1022036"	"বিশ্বনাথ হালদার"	
"1022037"	"শিশির সাঁতরা"	
"1022038"	"অবি সরকার"	
"1022039"	"সমীরকুমার ঘোষ"	
"1022040"	"পরিমল দাস"	
"1022041"	"তারাশঙ্কর চক্রবর্তী"	
"1022042"	"সরল দে"	
"1022043"	"সন্দীপ চট্টরাজ"	
"1022044"	"মণিজিঞ্জির সান্যাল"	
"1022045"	"পার্থ সিনহা"	
"1022046"	"মোফাচ্ছেল আহমদ চৌধুরী"	
"1022047"	"ডি এইচ লরেন্স"	
"1022048"	"কাদের পলাশ"	
"1022049"	"হুসাইন আজাদ"	
"1022050"	"মোস্তাফিজ মিঠু"	
"1022051"	"মোঃ রেজ্জাকুল ইসলাম"	
"1022052"	"মোঃ আবদুল আউয়াল হেলাল"	
"1022053"	"শাহেরীন আরাফাত"	
"1022054"	"ড. মোহাম্মদ শওকত আলী"	
"1022055"	"নাজমুল নাহার"	
"1022056"	"চঞ্চল মাহমুদ"	
"1022057"	"কিশোর মাহমুদ"	
"1022058"	"মোহাম্মদ নাসিরউদ্দীন"	
"1022059"	"মাওলানা আহমদ ছৈয়দ কাওছার এম.এম"	
"1022060"	"মোঃ আজহারুল ইসলাম"	
"1022061"	"বাণীপ্রসাদ নাগ"	
"1022062"	"কামরুল ইসলাম (টি.কে)"	
"1022063"	"বেলাল বাঙালি"	
"1022064"	"ড.দিগ্বিজয় দে সরকার"	
"1022065"	"মৌ চক্রবর্তী"	
"1022066"	"প্রভাসচন্দ্র লাহিড়ী"	
"1022067"	"সিদ্ধার্থ মুখোপাধ্যায়"	
"1022068"	"বেলা দাস"	
"1022069"	"শৈলেন্দ্রনাথ গায়েন"	
"1022070"	"হুসামুদ্দীন মুহাম্মাদ ইবনে মুহাম্মাদ ওমর রহ"	
"1022071"	"মাওলানা আনওয়ার বদখশানী রহ"	
"1022072"	"হযরত শেখ ফরীদ উদ্দিন আত্তার (র.)"	
"1022073"	"আল্লামা মুহাম্মাদ আমীন বিন আমর বিন আবদিল আজীজ আবেদীন দামেশকী"	
"1022074"	"মাওলানা ফাতাহ মুহাম্মাদ ছাহেব লাখনুবী"	
"1022075"	"মুহাম্মাদ  হারুন বিন মুহিব রহমান"	
"1013062"	"মো: আবদুল বশির"	
"1013063"	"ইফফাত ইমতিয়ার"	
"1013064"	"বিলকিস আরা ডেইজী"	
"1013065"	"সানজানা শাহনওয়াজ"	
"1013066"	"এম আর ফারজানা"	
"1013067"	"আশিন আমরিয়া"	
"1013068"	"সৈয়দা এন আক্তার"	
"1013069"	"এ্যাডভোকেট আব্দুর রশীদ চৌধুরী"	
"1013070"	"তারীক ওয়াহিদুর রহমান"	
"1013071"	"বদরুল হায়দার মিয়া"	
"1013072"	"এস এম দ্বীন ইসলাম"	
"1013073"	"রোয়াল্ড ডাহল"	
"1013074"	"ডা. এস. এইচ রশিদ শোভন"	
"1013075"	"ঋতুরাজ ফিরোজ"	
"1013076"	"এম. এ. মতিন"	
"1013077"	"রওশন আরা ফিরোজ"	
"1013078"	"হানিফ মাহমুদ"	
"1013079"	"সাইয়্যেদা সুরাইয়া"	
"1013080"	"মহিউদ্দীন আবদুল কাদের জিলানী"	
"1013081"	"নিরঞ্জন দে"	
"1013082"	"আবদুশ শহীদ"	
"1013083"	"দেবব্রত নীল"	
"1013084"	"ড. মোহাম্মদ আনোয়ার সাঈদ"	
"1013085"	"মোহাম্মদ হেদায়েত উল্লাহ"	
"1013086"	"কামাল রহমান"	
"1013087"	"অভিনু কিবরিয়া ইসলাম"	
"1013088"	"দীপংকর দীপক"	
"1013089"	"প্রমদারঞ্জন রায়"	
"1013090"	"শফিকুল ইসলাম রাজু"	
"1013091"	"সারবীনা ফেরদৌসী শাম্মী"	
"1013092"	"সাফ্‌ফাত হোমায়রা"	
"1013093"	"উম্মে হাবিবা"	
"1013094"	"সুলতান মাহমুদ"	
"1013095"	"ডক্টর আলী হোসেন চৌধুরী"	
"1013096"	"জাকিয়া আফজাল"	
"1013097"	"রনজিত কুমার"	
"1013098"	"সৈয়দ জয়নুল শামস"	
"1013099"	"খতিবুর রহমান"	
"1013100"	"তাসমিনা জাহান"	
"1013101"	"আরেফা বিল্লাহ"	
"1013102"	"আব্দুল হাই মোশাহিদ"	
"1013103"	"সফি সুমন"	
"1013104"	"নেয়ামত উল্লা ভূঁইয়া"	
"1013105"	"আজিজ মিন্টু"	
"1013106"	"জি. এম. মোশারর্‌ফ হোসেন"	
"1013107"	"রোকেয়া কবীর"	
"1013108"	"নূরুল ইসলাম নয়ন"	
"1013109"	"জোবায়ের হোসাইন সাকিব"	
"1013110"	"শারমিন শিলা"	
"1013111"	"শফি মো. ওমর ফারুক"	
"1013112"	"মুহম্মদ নূরুল ইসলাম"	
"1013113"	"শামীম আহমেদ"	
"1013114"	"রুবিনা মজুমদার"	
"1013115"	"ইফ্‌ফাত ইখতিয়ার"	
"1013116"	"বশিরুজ্জামান"	
"1013117"	"কানিজ ফাতেমা খুশী"	
"1013118"	"মোতাহার হোসেন তালুকদার"	
"1013119"	"মুহম্মদ আব্দুল খালেক"	
"1013120"	"ডাঃ এ.বি.এম. রাতাই বিল্লাহ"	
"1013121"	"ওসায়েত সাহিন"	
"1013122"	"আলী ইদ্রিস"	
"1013123"	"অমিয় রায়"	
"1013124"	"খন্দকার রবিউল ইসলাম রবি"	
"1013125"	"নাজিয়া তোফায়েল মিশু"	
"1013126"	"আব্দুল মোহাইমেন তালুকদার সুমন"	
"1013127"	"আলহাজ্ব মুস্তারী খাতুন লিলি"	
"1013128"	"মুরশিদ বিল্লাহ"	
"1013129"	"মহিউদ্দিন মৃদুলা মহি"	
"1013130"	"শুয়েব আহমেদ শওকতি"	
"1013131"	"তৌহিদুল হাসান"	
"1013132"	"হাসিনা আখতার"	
"1013133"	"ডা. বিকাশ বর্মন"	
"1013134"	"বেগম নাজমা কাদের"	
"1013135"	"গোলাম মোস্তফা কামাল"	
"1013136"	"জহিরুল হক বাপি"	
"1013137"	"ছাইয়া আহমেদ"	
"1013138"	"এম. এ. রহমান হিমু"	
"1013139"	"নিবেদিতা নার্গিস"	
"1013140"	"আব্দুল সাভার"	
"1013141"	"মইনুল খান"	
"1013142"	"মশিউর রহমান শান্ত"	
"1013143"	"আব্দুল মান্নান স্বপন"	
"1013144"	"মনি ইসলাম"	
"1013145"	"খন্দকার আলী আজম"	
"1013146"	"আবদুশ শুকুর খান"	
"1013147"	"মৌলবী আকবর আলী"	
"1013148"	"শামীমা বেগম"	
"1013149"	"গাজী শাহ মাজহারুল আনোয়ার"	
"1013150"	"আদিত্য কৃষাণ"	
"1013151"	"সেঁজুতি রহমান"	
"1013152"	"সেলিনা আহমেদ শেলী"	
"1013153"	"বাছেত খান"	
"1013154"	"আল হেলাল আজাদী"	
"1013155"	"জুন্নুন মিশরী"	
"1013156"	"খালেদ রাহী"	
"1013157"	"এন এইচ কে মিঠু"	
"1013158"	"রাহাত রাস্তি"	
"1013159"	"শামীম আনসারী"	
"1013160"	"শওকত আলী রতন"	
"1013161"	"জাফর পাঠান"	
"1013162"	"রেজা মোহাম্মদ সেলিম"	
"1013163"	"আব্দুর রাজ্জাক"	
"1013164"	"মোঃ হুজ্জাতুল ইসলাস"	
"1013165"	"আখতার মাহমুদ"	
"1013166"	"মোশাররফ তানসেন"	
"1013167"	"রাকিবুল হায়দার"	
"1013168"	"পুলক অনিল"	
"1013169"	"মুনজুরুল করিম"	
"1013170"	"জ্ঞানেন্দ্র নাথ রায়"	
"1013171"	"মো. বাসিরুল ইসলাম লাবল"	
"1013172"	"কামরুন নাহার শেলী"	
"1013173"	"অধ্যাপক মো: মশিউজ্জামান"	
"1013174"	"নাহার বকুল"	
"1013175"	"খ. ম. আসাদ"	
"1013176"	"সেতু ইসলাম"	
"1013177"	"ড. হাবিবা খাতুন"	
"1013178"	"আহমেদ আহসান হাবিব"	
"1013179"	"কামরুন নিসা দুলাল"	
"1013180"	"মুহাম্মদ গোলাম ছারওয়ার ভূঁইয়া"	
"1013181"	"আই. এ নাহিদ"	
"1013182"	"মহম্মদ জওয়াদ"	
"1013183"	"কুয়েলার অধিকারী"	
"1013184"	"দিলআরা আখতার বাবু"	
"1013185"	"মৃত্যুঞ্জয় রায়"	
"1013186"	"ইমরুল হক ইমন"	
"1013187"	"মোশাররফ হোসেন মামুন"	
"1013188"	"সঞ্জীব হাউলী"	
"1013189"	"কর্ণেল ডা. মামুন মোস্তাফী"	
"1013190"	"রেদোয়ান মাসুদ"	
"1013191"	"গিয়াস মোহন"	
"1013192"	"শেখর দেব"	
"1013193"	"এস. এম. আনোয়ারা বেগম"	
"1013194"	"ইকবাল হুসাইন তাপম"	
"1013195"	"ড. এ. টি. এম. শামছুদ্দুহা"	
"1013196"	"মোহাম্মদ সহিদুল ইসলাম"	
"1013197"	"ইমরান আনসারী"	
"1013198"	"মাহমুদুল হক ইফতি"	
"1013199"	"আসিফ মো. নজরুল"	
"1013200"	"স্বপ্না রেজা"	
"1013201"	"প্রফেসর গোলাম কিবরিয়া"	
"1013202"	"অভী মনিরুজ্জামান"	
"1013203"	"সোহেল চৌধুরী"	
"1013204"	"মুহাম্মদ শাহিদুল ইসলাম"	
"1013205"	"দেলোয়ার হোসাইন"	
"1013206"	"মাহমুদুন্নবী"	
"1013207"	"মোঃ ইবাদুল ইসলাম"	
"1013208"	"আলহাজ্ব মো. আব্দুর রশিদ"	
"1013209"	"আশিক সালমান"	
"1013210"	"আকন আবু বকর"	
"1013211"	"এস. এম. রাজিউর রহমান মামুন"	
"1013212"	"এরিন-কুইন"	
"1013213"	"তৌফিক আশরাফ"	
"1013214"	"আজমত রানা"	
"1013215"	"ফাহমিদা খাতুন"	
"1013216"	"সৈয়দা রওশন মিনু"	
"1013217"	"রহিমা আফরোজ মুন্নী"	
"1013218"	"ডা. আখতার আহমেদ বীর প্রতীক"	
"1013219"	"মানিক মাহবুব"	
"1013220"	"জহির আশফাক"	
"1013221"	"মিজানুর মফিজ তূর্য"	
"1013222"	"নাহিদা নদী"	
"1013223"	"জুবায়ের আল মাহমুদ"	
"1013224"	"নিরমিন শিমেল"	
"1013225"	"চামেলী রায়"	
"1013226"	"ড. এ. টি. এম শাহ আলম সিকদার"	
"1013227"	"কাজী শাহাদাত হোসেন"	
"1013228"	"নাহিদা আফরোজ"	
"1013229"	"সুরজিত দত্ত"	
"1013230"	"মোঃ আসাদুজজামান পলাশ"	
"1013231"	"জহিরুল ইসলাম রোমান"	
"1013232"	"আসফি আজাদ"	
"1013233"	"রাশেদ রাব্বি"	
"1013234"	"কুতুব উদ্দিন জাফরান"	
"1013235"	"সরল সন্ন্যাসী"	
"1013236"	"অদ্রি আলাউদ্দিন"	
"1013237"	"লিমি"	
"1013238"	"ডেভিড হিউম"	
"1013239"	"সানজিদ ফারুক"	
"1013240"	"এনাম রেজা"	
"1013241"	"লাবণী ইসলাম"	
"1013242"	"মুহাম্মদ এনামুল কবীর"	
"1013243"	"শাইখুল আব্দুল আজিজ বিন আব্দুল্লাহ বিন বায"	
"1013244"	"অধ্যাপম এস. এম. মোবারক হোসেন"	
"1013245"	"ইমতিয়াজ আহমেদ (১)"	
"1013246"	"এম আরিফুল ইসলাম কল্লোল"	
"1013247"	"কয়েস সামী"	
"1013248"	"খুররম মমতাজ"	
"1013249"	"বেনজামিন ফ্রাঙ্কলিন"	
"1013250"	"ফজিলা ইসলাম ফৌজি"	
"1013251"	"শাদমান শাহিদ"	
"1013252"	"ইমরান নীল"	
"1013253"	"এস. আলী আহমেদ"	
"1013254"	"সৈকত মাহমুদ সবুজ"	
"1013255"	"আকিব শিকদার"	
"1013256"	"মুন্সী আছদ আলী"	
"1013257"	"সুফী রহমান"	
"1013258"	"মেজর মো. মোখলেছুর রহমান অব"	
"1013259"	"মহসীন আল মামুন"	
"1013260"	"জিনাত জাহান খান"	
"1013261"	"রহমান ইমরান"	
"1013262"	"মুহাম্মদ মেহেদী হাসান"	
"1013263"	"শিমুল দেব"	
"1013264"	"ড. বিনয় কুমার চক্রবর্তী"	
"1013265"	"ফাতিন আরফি"	
"1013266"	"মাটির ময়না"	
"1013267"	"ফারহানা মান্নান"	
"1013268"	"কাজী আখতার উদ্দিন"	
"1013269"	"চন্দন পাল"	
"1013270"	"সালমান হীরন"	
"1013271"	"মোহাম্মদ ইলিয়াস"	
"1013272"	"মহিদুল ইসলাম চৌধুরী"	
"1013273"	"অ্যাডভোকেট জাহাঙ্গীর আলম সরকার"	
"1013274"	"বাবুল মোর্শেদ"	
"1013275"	"মো. রেজাউল করিম"	
"1013276"	"মো: আদনান আরিফ সালিম"	
"1013277"	"মোহাম্মদ নুরুল আমিন"	
"1013278"	"রাফাত মিশু"	
"1013279"	"সুনীল কুমার দাস"	
"1013280"	"মেহেরুন নেসা ইসলাম"	
"1013281"	"সায়াদাত চমন"	
"1013282"	"প্রণব কুমার রায়"	
"1013283"	"মীর মোকসেদ আলী"	
"1013284"	"কুয়াশা মূর্খ"	
"1013285"	"রানা হামিদ"	
"1013286"	"ড. মোঃ আনোয়ার হোসেন"	
"1013287"	"শামসুন নাহার আনোয়ার"	
"1013288"	"বেথুন শামসুদ্দিন"	
"1013289"	"ইফাফাত আরা আমিন"	
"1013290"	"মোঃ নাবিউল ইসলাম গাজী"	
"1013291"	"স্বাতী গঙ্গোপাধ্যায়"	
"1013292"	"মোঃ শাহ আলমগীর"	
"1013293"	"আ.স.ম. আনোয়ারুজ্জামান"	
"1013294"	"মোঃ জুয়েল রাজ"	
"1013295"	"এরশাদুল কবির সোহেল"	
"1013296"	"ফারুকল ইসলাম"	
"1013297"	"সৈয়দা কামরুন্নাহার শিল্পী"	
"1013298"	"ড. এম. আবু হানিফা"	
"1013299"	"পলাশ মাহমুদ"	
"1013300"	"ওয়াহেদ আলী"	
"1013301"	"আরিফ হায়দার"	
"1013302"	"শেখ পনির আহমেদ"	
"1013303"	"তের জন কবি"	
"1013304"	"মাখন চন্দ্র রায়"	
"1013305"	"কবীর রানা"	
"1013306"	"তানিম কবির"	
"1013307"	"মশিউর রহমান মজিবর"	
"1013308"	"আহমেদ রব্বানী"	
"1013309"	"জায়েদ হোসাইন লাকী"	
"1013310"	"তাহেরা সুমনা"	
"1013311"	"সুখী ইসলাম"	
"1013312"	"মোহাম্মদ আকতারুজ্জামান"	
"1013313"	"মোঃ নজরুল ইসলাম"	
"1013314"	"মোহাম্মদ মিয়াজী"	
"1013315"	"মোহাম্মদ মুজিব আলম"	
"1013316"	"আবু সাঈদ"	
"1013317"	"ফারজানা পলি"	
"1013318"	"লে. কর্ণেল এস. এম. মেসবাহউদ্দিন আহমেদ (অব.)"	
"1013319"	"এডভোকেট মরিয়ম তুলি"	
"1013320"	"আরিফুর রহমান নাইম"	
"1013321"	"দিল আফরোজ আতিক"	
"1013322"	"সাহস রতন"	
"1013323"	"এ্যাডভোকেট নূরুল ইসলাম চৌধুরী"	
"1013324"	"জাকির জাফরান"	
"1013325"	"কবিতা হক"	
"1013326"	"অজিত কুমার সরকার"	
"1013327"	"মুহাম্মদ মিজানুর রহমান"	
"1013328"	"গাজী জালাল উদ্দিন আহমেদ"	
"1013329"	"নাছরীন আক্তার"	
"1013330"	"শ্রী প্রমথনাথ বিশী"	
"1013331"	"সাব্বির বিশ্বাস"	
"1013332"	"নাদির জুনাইদ"	
"1013333"	"আহমেদুর রহমান"	
"1013334"	"ফয়সাল চৌধুরী"	
"1013335"	"শাহানা আফরোজ"	
"1013336"	"কামরুজ্জামান সেলিম"	
"1013337"	"হুসাইন মুহাম্মদ কামরুজ্জামান"	
"1013338"	"রুথ বিশ্বাস"	
"1013339"	"বরেন্দ্র লাল ত্রিপুরা"	
"1013340"	"শামস রাসিদ"	
"1013341"	"এম. আনোয়ার আবিদ"	
"1013342"	"নূরুল আজিজ চৌধুরী"	
"1013343"	"জহির ইকবাল"	
"1013344"	"শামীম আকতার"	
"1013345"	"সোহেল ইকবাল"	
"1013346"	"মানস সান্যাল"	
"1013347"	"ফরিদা প্রধান"	
"1013348"	"সানজিদুল আনাম"	
"1013349"	"মোঃ আবু সাঈদ"	
"1013350"	"সাঈদ সিদ্দিকী"	
"1013351"	"ফাহমিদা আক্তার বন্যা"	
"1013352"	"এস ডি পান্নু"	
"1013353"	"ফয়সাল সোহান"	
"1013354"	"পাবলো নেরুদা"	
"1013355"	"মতিউল আলম"	
"1013356"	"জুয়েল মোস্তাফিজ"	
"1013357"	"ড. মধুশ্রী ভদ্র"	
"1013358"	"পলাশ চন্দ্র ঘোষ"	
"1013359"	"আশরাফ মীর"	
"1013360"	"মো:আহসান উল্লাহ"	
"1013361"	"বিনয় মিত্র"	
"1013362"	"পলিন কাউসার"	
"1013363"	"তাহমিনা শাম্মী"	
"1013364"	"কামরুননেসা কবির"	
"1013365"	"ইফতেখার মাহমুদ শাহাদুজ্জামান"	
"1013366"	"তাহমিনা শহীদ"	
"1013367"	"করবী মুজিব"	
"1013368"	"এ বি এম নুরুল হক"	
"1013369"	"হাবিবুর রহমান স্বপন"	
"1013370"	"শামসু খান"	
"1013371"	"নোমান মোহাম্মদ"	
"1013372"	"রিগ্যান এসকান্দার"	
"1013373"	"গাজী রাকায়েত"	
"1013374"	"ইঞ্জিনিয়ার আবুল হোসেন"	
"1013375"	"ডঃ মোঃ বদিউর রহমান"	
"1013376"	"আলী আজম"	
"1013377"	"কারার মাহমুদুল হাসান"	
"1013378"	"এম ইসরাইল আহমদ মুসাফির"	
"1013379"	"সাইফ তমাল"	
"1013380"	"মোঃ শহিদুর রহমান"	
"1013381"	"এম. এইচ. রুবেল"	
"1013382"	"মুসা আল হাফিজ"	
"1013383"	"ফিরোজা বিউটি"	
"1013384"	"খালেদা বেগম"	
"1013385"	"মাহাদী হাসান"	
"1013386"	"আবদুর রহমান জীবল"	
"1013387"	"খায়রুন নেসা"	
"1013388"	"ডা. মোঃ শাহাব উদ্দিন"	
"1013389"	"ফারজানা নূর"	
"1013390"	"ফাদার আদম এ. পেরেরা সিএসসি"	
"1013391"	"এ. জে. আব্দুল মোমেন"	
"1013392"	"পঙ্কজ রায় চৌধুরী"	
"1013393"	"নূর-এ-জান্নাতুল ফেরদৌস"	
"1013394"	"রাকেশ কামাল"	
"1013395"	"শামীম সাঈদ"	
"1013396"	"রিয়াজ লিটন"	
"1013397"	"দীলআরা ইসলাম ডেইজী"	
"1013398"	"বেগম নুরজাহান কাদের"	
"1013399"	"দেবব্রত দাস"	
"1013400"	"শাহিদা আলী"	
"1013401"	"মোহাম্মদ মশিউর রহমান"	
"1013402"	"শওকত ইমতিয়াজ"	
"1013403"	"এম ইব্রাহীম মিজি"	
"1013404"	"রোমান মল্লিক"	
"1013405"	"আরাফাত করিম"	
"1013406"	"আসিফুর রহমান রাতুল"	
