"PUBLISHER_ID"	"PUBLISHER_NAME"	"PUBLISHER_SUMMARY"
"101077"	"উন্মুক্ত ইসলাম শিক্ষা কার্যক্রম (ও. আই. ই. পি)"	
"101078"	"مكتبة الاسلام (মাকতাবাতুল ইসলাম)"	
"101079"	"অক্ষর পাবলিকেশন্স (ভারত)"	
"101080"	"হাফেজ্জী পাবলিকেশন্স"	
"101081"	"আইস মিডিয়া"	
"101082"	"টেকনিক্যাল প্রকাশনী"	
"101083"	"অরণ্য প্রকাশনী"	
"101084"	"ইগল মিউজিক প্রেজেন্টস"	
"101085"	"যোগসূত্র ইন্টারন্যাশনাল"	
"101086"	"বুক ব্যাংক"	
"101087"	"আল-আযহার লাইব্রেরী"	
"101088"	"প্রতিবুদ্ধিজীবী"	
"101089"	"গ্রাফোসম্যান পাবলিশাস"	
"101090"	"হাসনা প্রকাশনী"	
"101091"	"দ্বিমিক প্রকাশনী"	
"101092"	"এল্‌মা প্রকাশনী"	
"101093"	"বনসাইবাংলা"	
"101094"	"দারুচিনি প্রকাশনী"	
"101095"	"অতীশ দীপঙ্কর গবেষণা পরিষদ"	
"101096"	"ফানা পাবলিকেশন্স"	
"101097"	"শামস আরেফিন"	
"101098"	"মধুমতি প্রকাশনী"	
"101099"	"এআর-আউটসোর্সিং.কম"	
"101100"	"গানশালা"	
"101101"	"নূরানী প্রকাশনী"	
"101102"	"যমুনা প্রকাশনী"	
"101103"	"ফাতেমা ফাউন্ডেশন"	
"101104"	"খান প্রকাশনী"	
"101105"	"زكريا بك ديفو (যাকারিয়া বুক ডিপো )"	
"101106"	"ঐহিক প্রকাশনী (ভারত)"	
"101107"	"নিউ এমদাদিয়া লাইব্রেরী"	
"101108"	"নূরানী এমদাদিয়া লাইব্রেরী"	
"101109"	"রয়েল পাবলিশার্স"	
"101110"	"এস. কে. পাবলিকেশন্স"	
"101111"	"মুক্ত পাবলিশার্স"	
"101112"	"প্রগ্রেসিভ পাবঃ (ভারত)"	
"101113"	"অক্ষয় লাইব্রেরী"	
"101114"	"ন্যাশনাল বুক এজেন্সি প্রাইভেট লিমিটেড (ভারত)"	
"101115"	"মাকতাবাতুল হারামাইন"	
"101116"	"অপটিমাম পাবলিকেশন্স"	
"101117"	"মনন পাবলিকেশন"	
"101118"	"আমাদের সময় প্রকাশন"	
"101119"	"নুরুন্নাহার প্রকাশনী"	
"101120"	"সুন্নাহ প্রকাশনী"	
"101121"	"সপ্তক অডিও ভিশন"	
"101122"	"مكتبة الاتحاد (মাকতাবাতুল ইত্তিহাদ)"	
"101123"	"মুক্তবুদ্ধি প্রকাশনা"	
"101124"	"গল্পকার"	
"101125"	"কিতাব কানন"	
"101126"	"জ্ঞানদীপ প্রকাশনী"	
"101127"	"مكتبة دار العلوم كراجي (মাকতাবতু দারুল উলুম কারাচী)"	
"101128"	"লিসা বার্নস্টেইন/ডিনেট"	
"101129"	"ডেইলি স্টার বুকস"	
"101130"	"পয়গাম প্রকাশন"	
"101131"	"মাকতাবাতুল ফুরকান"	
"101132"	"লিটন পাবলিকেশন্স"	
"101133"	"মুক্তাশ্রী প্রকাশন"	
"101134"	"নিরক্ষর"	
"101135"	"আশালয় প্রকাশন"	
"101136"	"সময়চিহৃ প্রকাশন"	
"101137"	"কুরআন রিসার্চ ফাউণ্ডেশন"	
"101138"	"গোল্ডেন বাংলাদেশ"	
"101139"	"সাওল হার্ট সেন্টার"	
"101140"	"ওরিয়েন্ট বুক কোম্পানি (ভারত)"	
"101141"	"জেনারেল (ভারত)"	
"101142"	"পশ্চিমবঙ্গ বাংলা আকাদেমি (ভারত)"	
"101143"	"গাঙচিল (ভারত)"	
"101144"	"সাহিত্য প্রকাশ (ভারত)"	
"101145"	"দিয়া পাবলিকেশন (ভারত)"	
"101146"	"ধ্রুপদী (ভারত)"	
"101147"	"জ্ঞান বিচিত্রা প্রকাশনী (ভারত)"	
"101148"	"ক্যাম্প (ভারত)"	
"101149"	"চিরায়ত প্রকাশন (ভারত)"	
"101150"	"বাণী শিল্প (ভারত)"	
"101151"	"স্বর্ণাক্ষর প্রকাশনী (ভারত)"	
"101152"	"সোপান (ভারত)"	
"101153"	"শুভম (ভারত)"	
"101154"	"নির্মল বুক এজেন্সি কলকাতা (ভারত)"	
"101155"	"আল-মাহনী কুতুবখানা"	
"101156"	"মুনমুন পাবলিশিং হাউস"	
"101157"	"সরোবর প্রকাশন"	
"101158"	"বাংলালিপি"	
"101159"	"প্রতিকথা"	
"101160"	"ইসলাম হাউস পাবলিকেশন্স"	
"101161"	"জি. মাওলা বুক হাউজ"	
"101162"	"গ্রীণ প্রকাশনী"	
"101163"	"পারুল প্রকাশনী প্রাইভেট লিমিটেড (ভারত)"	
"101164"	"লালমাটি প্রকাশন (ভারত)"	
"101165"	"নব সাহিত্য প্রকাশনী"	
"101166"	"ছাত্রবন্ধু পাবলিকেশন্স"	
"101167"	"জিনাফ"	
"101168"	"দি নেটওয়ার্ক সায়েন্টিফিক পাবলিকেশন্স"	
"101169"	"আদি প্রকাশনী"	
"101170"	"পিদিম প্রকাশনি"	
"101171"	"পাললিক সৌরভ"	
"101172"	"কেয়ার বুকস"	
"101173"	"مكتبة الريان (মাকতাবাতুর রাইয়্যান)"	
"101174"	"জ্ঞানজ্যোতি প্রকাশনী"	
"101175"	"মাদানী কুতুবখানা"	
"101176"	"হীরা পাবলিকেশন্স"	
"101177"	"ইউনিফাই পাবলিকেশন্স"	
"101178"	"মৃত্তিকা"	
"101179"	"বাংলাদেশ ক্রিকেট সাপোর্টার্স অ্যাসোসিয়েশন"	
"101180"	"বাংলার প্রকাশন"	
"101181"	"বেহুলাবাংলা"	
"101182"	"মুক্ত চিন্তা প্রকাশনী"	
"101183"	"ক্রন্দসী প্রকাশন"	
"101184"	"গ্রন্থদেশ প্রকাশনী"	
"101185"	"নাবা প্রকাশন"	
"101186"	"সহজ পাঠ"	
"101187"	"বটেশ্বর বর্ণন"	
"101188"	"একাত্তর প্রকাশনী"	
"101189"	"ম্যাস্-লাইন মিডিয়া সেন্টার"	
"101190"	"মত ও পথ"	
"101191"	"ঊষার দুয়ার"	
"101192"	"মোহনা প্রকাশনী"	
"101193"	"জাহান প্রকাশনী"	
"101194"	"নাজিম পাবলিকেশন্স"	
"101195"	"নিশানা"	
"101196"	"সেন্টার ফর রিসার্চ এন্ড ইনফরমেশন"	
"101197"	"বাবুই প্রকাশনী"	
"101198"	"ইকরি মিকরি"	
"101199"	"ইতিহাস প্রকাশন"	
"101200"	"প্রথম পালক"	
"101201"	"অন্বেষা গবেষণা কেন্দ্র"	
"101202"	"বাতিঘর"	
"101203"	"বাংলা বই"	
"101204"	"মাইক্রোস ডিজিটাল পাবলিশার্স"	
"101205"	"স্বাপ্নিক প্রকাশন"	
"101206"	"দা পপ-আপ ফ্যাক্টরী"	
"101207"	"বাসাপ প্রকাশন"	
"101208"	"এ পিস প্রেস বুক"	
"101209"	"ইতিহাসের খসড়া"	
"101210"	"মন পরিবার"	
"101211"	"ময়ূরপঙ্খি"	
"101212"	"বইনিউজ২৪ডটকম"	
"101213"	"দ্যু প্রকাশন"	
"101214"	"লোকজ প্রকাশনী"	
"101215"	"শিশুবেলা"	
"101216"	"মৈত্রেয়ী প্রকাশন"	
"101217"	"মুক্তভাষ ফাউন্ডেশন"	
"101218"	"সৃষ্টিসুখ প্রকাশন (ভারত)"	
"101219"	"কচি কাঁচার আসর"	
"101220"	"রঙধনু সাহিত্য প্রকাশন"	
"101221"	"বাংলাদেশ লোক ও কারুশিল্প ফাউন্ডেশন"	
"101222"	"সমাজ বিকাশ প্রকাশনী"	
"101223"	"এসআরকে শো টাইম"	
"101224"	"দোয়েল"	
"101225"	"সূচনা প্রকাশনালয়"	
"101226"	"শিরদাঁড়া"	
"101227"	"নিবিড় প্রকাশনী"	
"101228"	"ধ্রুবক প্রকাশনী"	
"101229"	"সুবর্ণরেখা (ভারত)"	
"101230"	"নয়ন পাবলিকেশন্স"	
"101231"	"কালান্তর প্রকাশনী (সিলেট)"	
"101232"	"উজ্জ্বল সাহিত্য মন্দির (ভারত)"	
"101233"	"মুন পাবলিকেশন্স"	
"101234"	"ইনভেলাপ পাবলিকেশন্স"	
"101235"	"মাকতাবাতুল হাসান"	
"101236"	"পৃষ্ঠা প্রকাশন"	
"101237"	"উত্তরাধিকার ’৭১"	
"101238"	"সাফ পাবলিকেশন্স"	
"101239"	"জাগ্রত সাহিত্য পরিষদ"	
"101240"	"অমর ভারতী (কলকাতা)"	
"101241"	"স্টার পাবলিকেশন"	
"101242"	"নিউ কুতুবখানা আশরাফিয়া"	
"101243"	"মাকতাবাতুল মানার"	
"101244"	"হিজাজ প্রকাশনী"	
"101245"	"ফুরকান প্রকাশনী"	
"101246"	"তাজমহল বুক ডিপো"	
"101247"	"মাহমুদিয়া কুতুবখানা"	
"101248"	"নিউক্লিয়াস পাবলিকেশন"	
"101249"	"বাবুই"	
"101250"	"একসেস টু ইনফরমেশন (এটুআই)"	
"101251"	"পাতা প্রকাশনী"	
"101252"	"সরলরেখা প্রকাশন"	
"101253"	"প্রতিবন্ধী উন্নয়ন গ্রন্থাগার"	
"101254"	"বাংলাদেশ ডিফেন্স জার্নাল পাবলিশিং"	
"101255"	"তিউড়ি প্রকাশন"	
"101256"	"রংধনু পাবলিকেশন্স"	
"101257"	"ভাব আশ্রম প্রকাশনী"	
"101258"	"মাকতাবাতুল ফাতাহ বাংলাদেশ"	
"101259"	"সেই বই"	
"101260"	"উচ্ছ্বাস প্রকাশনী"	
"101261"	"স্বস্তিক প্রকাশন (ভারত)"	
"101262"	"বঙ্গীয় সাহিত্য পরিষৎ (ভারত)"	
"101263"	"জুপিটার গ্রামার ভিষন"	
"101264"	"শিশু কানন"	
"101265"	"মানবাধিকার প্রকাশন"	
"101266"	"কিডস্‌ বুকস্‌"	
"101267"	"প্রফেসরস’স পাবলিকেশন্স"	
"101268"	"বর্ণবিন্যাস"	
"101269"	"ক্রিয়েটিভ ঢাকা লিমিটেড"	
"101270"	"বেঙ্গলি লিটারারি রিসোর্স সেন্টার"	
"101271"	"টেগোর রিসার্চ ইনস্টিটিউট"	
"101272"	"মানুষজন"	
"101273"	"সমাজ গবেষণা কেন্দ্র"	
"101274"	"যোগদা সৎসঙ্গ সোসাইটি অফ ইন্ডিয়া"	
"101275"	"কমনরুম পাবলিকেশন"	
"101276"	"দীপ্ত প্রকাশনী"	
"101277"	"পারফেক্ট প্রকাশনী"	
"101278"	"ইতি প্রকাশনী"	
"101279"	"বঙ্গবন্ধু প্রকাশনা সংস্থা"	
"101280"	"জগন্নাথ বিশ্ববিদ্যালয় আবৃত্তি সংসদ"	
"101281"	"ফড়িংরাজা"	
"101282"	"সদানন্দ প্রকাশনী (ভারত)"	
"101283"	"নিউ বেঙ্গল প্রেস (ভারত)"	
"101284"	"কচি পাতা"	
"101285"	"চন্দ্রবিন্দু প্রকাশনী"	
"101286"	"বাডস্‌ বাংলাদেশ"	
"101287"	"দারুসসালাম"	
"101288"	"আবুল মনসুর আহমদ স্মৃতি পরিষদ"	
"101289"	"দ্যা ক্যারিয়ার পাবলিকেশন্স"	
"101290"	"জার্নিম্যান বুকস্‌"	
"101291"	"বিজ্ঞান চিন্তা"	
"101292"	"সহীহ ইন্টারন্যাশনাল"	
"101293"	"সাউন্ডবাংলা"	
"101294"	"রিডার প্লাস পাবলিকেশন"	
"101295"	"মুমতায লাইব্রেরী"	
"101296"	"তুলি ও কলম (ভারত)"	
"101297"	"বিকল্প (ভারত)"	
"101298"	"মোহাম্মদ মিফতাহুর ফেরদৌস"	
"101299"	"ক্যাপটেন পাবলিশার্স"	
"101300"	"নেছারিয়া লাইব্রেরী"	
"101301"	"আদিত্য অনীক প্রকাশনী"	
"101302"	"শিশু সাহিত্য বইঘর"	
"101303"	"অন্বেষণ পাবলিকেশন"	
"101304"	"আতিফা পাবলিকেশন"	
"101305"	"মাকতাবাতুল লাবীব"	
"100674"	"সরব প্রকাশনী"	
"100675"	"মিউজিক ফেয়ার"	
"100676"	"অক্ষরপত্র প্রকাশনী"	
"100677"	"নিহাল পাবলিকেশন"	
"100678"	"চর্চা গ্রন্থ প্রকাশ"	
"100679"	"আলিম বুক হাউজ"	
"100680"	"লোকাল প্রেস"	
"100681"	"ঢাকা কমিক্স"	
"100682"	"আদিত্য-ব্লগ"	
"100683"	"পরিলেখ প্রকাশনী"	
"100684"	"অনুভূতি"	
"100685"	"ভোরের শিশির"	
"100686"	"ভ্যালেন্টাইন পাবলিশার্স"	
"100687"	"বিশাল বাংলা প্রকাশনী"	
"100688"	"ছায়া প্রকাশনী প্রা: লিঃ (ভারত)"	
"100689"	"জলছবি প্রকাশন"	
"100690"	"ঢাকা বুক মার্ট পাবলিকেশন্স"	
"100691"	"এক রঙ্গা এক ঘুড়ি"	
"100692"	"ইস্টিশন প্রকাশন"	
"100693"	"সব্যসাচী"	
"100694"	"প্রকাশনা সংস্থা বাংলাদেশ পাব."	
"100695"	"শিশু প্রকাশ"	
"100696"	"ওরাকল পাবলিকেশন্স"	
"100697"	"সুদিপ্ত পাবলিকেশন্স"	
"100698"	"সানসিটি পাবলিশার্স"	
"100699"	"আলেকজান্দ্রিয়া পাবলিশার"	
"100700"	"অর্পিতা প্রকাশনী"	
"100701"	"পারফেক্ট পাবলিকেশন্স"	
"100702"	"নিয়াজ ল’বুক সাপ্লাই"	
"100703"	"কবরী প্রকাশন"	
"100704"	"মহীয়সী পাবলিকেশন্স"	
"100705"	"বাসিয়া প্রকাশনী"	
"100706"	"গ্লোবাল বুক পাবলিকেশন"	
"100707"	"কাশেম ব্রাদার্স"	
"100708"	"বাংলা সেভেন প্রকাশনী"	
"100709"	"শব্দসম্প্রীতি প্রকাশন"	
"100710"	"ম প্রকাশন"	
"100711"	"নোকতা"	
"100712"	"বিবর্তন প্রকাশন"	
"100713"	"চিশতীয়া প্রকাশনী"	
"100714"	"ডাক"	
"100715"	"এম. সি. সরকার অ্যাণ্ড সন্স প্রাইভেট লিঃ (ভারত)"	
"100716"	"স্টারট্রেক ড্রিম"	
"100717"	"বেঙ্গল ফাউন্ডেশন"	
"100718"	"শূন্য প্রকাশন"	
"100719"	"সিডি প্লাস"	
"100720"	"অনুশীলন প্রকাশনী"	
"100721"	"শুভ প্রকাশন"	
"100722"	"স্টেপ মিডিয়া"	
"100723"	"জি-সিরিজ ও অগ্নিবীণা প্রোডাকশন"	
"100724"	"নয়ন প্রকাশন"	
"100725"	"মেসার্স আমির এন্ড সন্স"	
"100726"	"সাউন্ডটেক"	
"100727"	"বর্ণরেখা প্রেস"	
"100728"	"বণিক বার্তা"	
"100729"	"আল আরাফাহ লাইব্রেরী"	
"100730"	"প্রকাশ নিকেতন"	
"100731"	"মসলিন প্রকাশন"	
"100732"	"রাঁচী গ্রন্থ নিকেতন"	
"100733"	"মধ্যমা"	
"100734"	"প্রফেসর’স বুক কর্ণার"	
"100735"	"আল ফাতাহ পাবলিকেশন্স"	
"100736"	"নন্দিত প্রকাশ"	
"100737"	"প্রফেসরস পাবলিকেশন্স লিমিটেড"	
"100738"	"প্রত্যয় প্রকাশনী"	
"100739"	"ইসলাম পাবলিকেশন্স"	
"100740"	"আশরাফিয়া বই ঘর"	
"100741"	"মনিরুল ইসলাম"	
"100742"	"গোধূলী প্রকাশ"	
"100743"	"মাকতাবাতুস সালাম"	
"100744"	"অগ্নি পাবলিকেশনস"	
"100745"	"দ্য সিসিবি বুক সেন্টার"	
"100746"	"অবহমান প্রকাশনী"	
"100747"	"কমিক্স ওয়ার্ল্ড"	
"100748"	"বইপড়ুয়া"	
"100749"	"পজিট্রন পাবলিকেশন্স"	
"100750"	"মাসুম বুক ডিপো"	
"100751"	"এ্যাবাকাস পাবলিকেশন্স"	
"100752"	"আল মাহমুদ প্রকাশন"	
"100753"	"শেয়ার বিজ্ প্রা. লি."	
"100754"	"আমাদের গ্রুপ"	
"100755"	"চৈতন্য"	
"100756"	"ধানসিঁড়ি প্রকাশন"	
"100757"	"বঙ্গজ প্রকাশন"	
"100758"	"দারুল হাদীস কায়রো"	
"100759"	"মুহাম্মদ ব্রাদার্স"	
"100760"	"ত্রৈবিদ্য প্রকাশ"	
"100761"	"সেভেন্টিওয়ান টেলিমিডিয়া"	
"100762"	"একাডেমিক প্রেস এন্ড পাবলিশার্স লাইব্রেরি"	
"100763"	"মিথ প্রকাশনী"	
"100764"	"কবির পাবলিকেশন্স"	
"100765"	"মাধুকরী প্রকাশন"	
"100766"	"বাড পাবলিকেশন্স"	
"100767"	"সেলিব্রিটি মিউজিক"	
"100768"	"লেকচার"	
"100769"	"এস আর পাবলিকেশন্স"	
"100770"	"কাজী প্রকাশনী"	
"100771"	"শম্পা পাবলিকেশন্স"	
"100772"	"দি যমুনা পাবলিশার্স"	
"100773"	"পূর্বদেশ পাবলিকেশন্স লিমিটেড"	
"100774"	"কোরআন মহল-ঢাকা"	
"100775"	"প্রথমা"	
"100776"	"ভয়েজার পাবলিকেশন্স"	
"100777"	"গ্রন্থনীড় প্রকাশনী"	
"100778"	"আল-কাউসার প্রকাশনী"	
"100779"	"অনুরাগ প্রকাশন"	
"100780"	"প্রদীপ প্রকাশনী"	
"100781"	"চিন্তাধারা"	
"100782"	"দিকদর্শন প্রকাশনী লিঃ"	
"100783"	"প্যারাগন পাবলিশারস্‌"	
"100784"	"বাংলাদেশ ল’বুক কোম্পানী"	
"100785"	"আদালত প্রকাশনী"	
"100786"	"প্রকাশক"	
"100787"	"প্রজ্ঞা প্রকাশ"	
"100788"	"চিত্রা প্রকাশনী"	
"100789"	"মেট্রো পাবলিকেশন্স"	
"100790"	"তিতাস পাবলিকেশন্স"	
"100791"	"কিশোর আলো"	
"100792"	"আমাদের প্রকাশনী"	
"100793"	"দি অ্যাটলাস পাবলিশিং হাউস"	
"100794"	"প্রবাহ প্রকাশনী"	
"100795"	"পপি লাইব্রেরী"	
"100796"	"প্যারাডক্স পাবলিকেশন্স"	
"100797"	"কাজল ব্রাদার্স লিমিটেড"	
"100798"	"দোলনা প্রকাশনী"	
"100799"	"কোয়ালিটি পাবলিকেশন্স"	
"100800"	"হাসান আহমেদ ফয়সাল"	
"100801"	"পুথিঘর লিমিটেড"	
"100802"	"সিবিও পাবলিকেশন"	
"100803"	"ডিজিটাল প্রকাশনী"	
"100804"	"এমপি থ্রি পাবলিকেশন্স"	
"100805"	"বই প্রকাশনী"	
"100806"	"জয়কলি পাবলিকেশন্স লিঃ"	
"100807"	"নবারুণ পাবলিকেশন"	
"100808"	"শিশুঘর প্রকাশনী"	
"100809"	"পাঞ্জেরী ইসলামিক পাবলিকেশন্স"	
"100810"	"আদি-মল্লিক ব্রাদার্স"	
"100811"	"বাংলাদেশ বইঘর প্রকাশনী"	
"100812"	"নিসর্গ প্রকাশনী"	
"100813"	"চ্যালেঞ্জার পাবলিশার্স"	
"100814"	"নতুনধারা পাবলিকেশন"	
"100815"	"আবীর পাবলিকেশন্স"	
"100816"	"সিগনেট প্রেস (ভারত)"	
"100817"	"অনুস্বার"	
"100818"	"এআরবি এন্টারটেইনমেন্ট"	
"100819"	"বাংলাদেশ বার্ড ক্লাব"	
"100820"	"অভিযান (ভারত)"	
"100821"	"দারুলকলম"	
"100822"	"রিয়াদ প্রকাশনী"	
"100823"	"আস-সুন্নাহ পাবলিকেশন্স"	
"100824"	"জায়েদ লাইব্রেরী"	
"100825"	"দারুস সালাম বাংলাদেশ"	
"100826"	"জুপিটার পাবলিকেশন্স"	
"100827"	"এম ই লেবেল"	
"100828"	"সিয়ান পাবলিকেশন"	
"100829"	"পঙ্খিরাজ"	
"100830"	"পরিচয় প্রকাশন"	
"100831"	"জাতীয়তাবাদী প্রকাশনা সংস্থা"	
"100832"	"সিসিমপুর"	
"100833"	"শব্দঘর"	
"100834"	"কুঁড়েঘর প্রকাশনী লিমিটেড"	
"100835"	"বায়ান্ন বচন প্রকাশ"	
"100836"	"দ্বিমিক কম্পিউটিং স্কুল"	
"100837"	"এম. আর. পাবলিকেশান্স"	
"100838"	"আইকন প্লাস প্রকাশনী"	
"100839"	"রিপন প্রকাশন"	
"100840"	"জাতীয় সাহিত্য প্রকাশনী"	
"100841"	"নাগরী"	
"100842"	"চমনপ্রকাশ"	
"100843"	"ঘাস ফড়িং"	
"100844"	"নতুন শব্দ"	
"100845"	"ইক্‌রা পাবলিকেশন্স"	
"100846"	"সাদাকাগজ"	
"100847"	"ইরাবতী"	
"100848"	"পাঠক প্রকাশনী"	
"100849"	"ছোটদের বই"	
"100850"	"ইম্যাক"	
"100851"	"প্রিয়মুখ"	
"100852"	"রেডিও ফুর্তি"	
"100853"	"রাতুল গ্রন্থপ্রকাশ"	
"100854"	"গল্পা"	
"100855"	"গণজাগরণ মঞ্চ"	
"100856"	"আলামীন প্রকাশনী"	
"100857"	"আজাদ পাবলিকেশন্স"	
"100858"	"তীরন্দাজ"	
"100859"	"রাহনুমা প্রকাশনী"	
"100860"	"মারকাযুদ দাওয়াহ আলইসলামিয়া"	
"100861"	"বিজন সন্ধ্যা প্রকাশন"	
"100862"	"এডুবাংলা পাবলিকেশন্স"	
"100863"	"হরফ প্রকাশনী (কলকাতা)"	
"100864"	"বেস্টবুকস্‌ (ভারত)"	
"100865"	"চিৎকার"	
"100866"	"হাসি প্রকাশন"	
"100867"	"বৈঠা"	
"100868"	"অন্যধারা পাবলিকেশন্স"	
"100869"	"বাংলাদেশ লেখিকা সংঘ"	
"100870"	"প্রমিত প্রকাশ"	
"100871"	"বুক পয়েন্ট"	
"100872"	"শূন্য প্রকাশ"	
"100873"	"প্রকৃতি-পরিচয়"	
"100874"	"অনুপ্রাণন প্রকাশন"	
"100875"	"শিক্ষালাপ"	
"100876"	"ডাংগুলি"	
"100877"	"ঢাকা টাউন লাইব্রেরি"	
"100878"	"রেয়ার বুক্‌স"	
"100879"	"খড়িমাটি"	
"100880"	"সপ্তডিঙা"	
"100881"	"চিত্রকল্প প্রকাশনী"	
"100882"	"উদ্যোগ"	
"100883"	"আলোর ভুবন"	
"100884"	"ডন পাবলিশার্স"	
"100885"	"মঙ্গল প্রকাশনী"	
"100886"	"অধরা প্রকাশ"	
"100887"	"বিপ্লবীদের কথা"	
"100888"	"ইউনিভার্সেল বুক হাউস"	
"100889"	"রহিম ল’ হাউস"	
"100890"	"আমিন ‘ল’ বুক সেন্টার"	
"100891"	"নারায়ণ পুস্তকালয় (কলকাতা)"	
"100892"	"আলে রাসূল পাবলিকেশনস্"	
"100893"	"সুরভী পাবলিকেশন্স"	
"100894"	"আনোয়ার বুক ডিপো"	
"100895"	"অ্যাডভান্সড পাবলিকেশন্স"	
"100896"	"দীপশিখা প্রকাশন (ভারত)"	
"100897"	"সম্পর্ক"	
"100898"	"মোসাদ্দেক খান"	
"100899"	"অরবিট বুক হাউজ"	
"100900"	"দেব সাহিত্য কুটীর প্রাইভেট লিমিটেড (ভারত)"	
"100901"	"আলভী"	
"100902"	"ইয়ামীম প্রকাশনী"	
"100903"	"ল বুক কোম্পানি"	
"100904"	"সামছ পাবলিকেশন্স"	
"100905"	"দারুল হিকমাহ বাংলাদেশ"	
"100906"	"কামিয়াব প্রকাশন লিমিটেড"	
"100907"	"প্রিন্সিপাল পাবলিশার্স"	
"100908"	"বেঙ্গল ল বুকস্‌"	
"100909"	"জননী বুক ডিপো"	
"100910"	"স্বপ্নসিঁড়ি"	
"100911"	"ক্যাম্পাস পাবলিকেশন্স"	
"100912"	"ওহী প্রকাশনী"	
"100913"	"জুই জেমী প্রকাশনী"	
"100914"	"মম প্রকাশনী"	
"100915"	"মুবীন পাবলিকেশন্স"	
"100916"	"আলমগীর লাইব্রেরী"	
"100917"	"মাদার্স পাবলিকেশন্স"	
"100918"	"এন এস পাবলিকেশন্স"	
"100919"	"বাংলাদেশ বুক করপোরেশন লিঃ"	
"100920"	"মেট্রোপলিশ লাইব্রেরী"	
"100921"	"বর্ণ প্রকাশ (বাংলাবাজার)"	
"100922"	"ফাংস্রি"	
"100923"	"ট্র্যাভেলার্স অফ বাংলাদেশ"	
"100924"	"একুশে প্রকাশন"	
"100925"	"আলিফ পাবলিকেশন্স"	
"100926"	"আইকন পাবলিকেশন্স"	
"100927"	"প্রীতি প্রকাশন"	
"100928"	"ঢাকা বুক কর্ণার"	
"100929"	"আরজু পাবলিকেশন্স"	
"100930"	"ছারছীনা দারুচ্ছুন্নাত লাইব্রেরী"	
"100931"	"মুনশী মোহাম্মদ মেহেরুল্লাহ রিসার্চ একাডেমী"	
"100001"	"অন্যপ্রকাশ"	
"100002"	"বিশ্বসাহিত্য ভবন"	
"100003"	"রাফাত পাবলিকেশন্স"	
"100004"	"অনন্যা"	
"100005"	"কমন"	
"100006"	"মুক্তচিন্তা"	
"100007"	"অনার্য"	
"100008"	"উৎস প্রকাশন"	
"100009"	"কথাপ্রকাশ"	
"100010"	"ভাষাপ্রকাশ"	
"100011"	"সুবর্ণ"	
"100012"	"ইত্যাদি গ্রন্থ প্রকাশ"	
"100013"	"ঘাসফুল নদী"	
"100014"	"শ্রাবণ প্রকাশনী"	
"100015"	"বর্ণায়ন"	
"100016"	"আফসার ব্রাদার্স"	
"100017"	"অনুপম প্রকাশনী"	
"100018"	"অন্বেষা প্রকাশন"	
"100019"	"অবসর প্রকাশনা সংস্থা"	
"100020"	"কাকলী প্রকাশনী"	
"100021"	"জ্ঞানকোষ প্রকাশনী"	
"100022"	"পার্ল পাবলিকেশন্স"	
"100023"	"প্রতীক প্রকাশনা সংস্থা"	
"100024"	"বাংলাপ্রকাশ"	
"100025"	"মাওলা ব্রাদার্স"	
"100026"	"সময় প্রকাশন"	
"100027"	"সাগর পাবলিশার্স"	
"100028"	"শিখা প্রকাশনী"	
"100029"	"র‌্যামন পাবলিশার্স"	
"100030"	"ইমামিয়া চিশ্‌তীয়া পাবলিশার"	
"100031"	"সদর প্রকাশনী"	
"100032"	"জাতীয় গ্রন্থ কেন্দ্র"	
"100033"	"ইফনাজ পাবলিকেশন"	
"100034"	"আগামী প্রকাশনী"	
"100035"	"সাহিত্য প্রকাশ"	
"100036"	"বাংলা একাডেমি"	
"100037"	"জাতীয় সাহিত্য প্রকাশ"	
"100038"	"সিদ্দিকীয়া পাবলিকেশন্স"	
"100039"	"আবিষ্কার পাবলিকেশন"	
"100040"	"নওরোজ সাহিত্য সম্ভার"	
"100041"	"আলেয়া বুক ডিপো"	
"100042"	"মেসার্স রহমানিয়া লাইব্রেরী"	
"100043"	"উত্তরণ"	
"100044"	"সৃজনী"	
"100045"	"দি ইউনিভার্সিটি প্রেস লিমিটেড(ইউ পি এল)"	
"100046"	"বিউটি বুক হাউস"	
"100047"	"পালক পাবলিশার্স"	
"100048"	"বিজ্ঞান একাডেমী"	
"100049"	"প্রান্ত প্রকাশন"	
"100050"	"জ্ঞানের আলো"	
"100051"	"রোদেলা প্রকাশনী"	
"100052"	"বিদ্যাপ্রকাশ"	
"100053"	"দি স্কাই পাবলিশার্স"	
"100054"	"প্রচলন প্রকাশন"	
"100055"	"ব্লগারস ফোরাম"	
"100056"	"প্রতিভা প্রকাশ"	
"100057"	"ঢাকা প্রকাশনী"	
"100058"	"সেন্টার ফর বাংলাদেশ লিবারেশন ওয়ার স্টাডিজ"	
"100059"	"জোনাকী প্রকাশনী"	
"100060"	"অধুনা প্রকাশন"	
"100061"	"অনিন্দ্য প্রকাশ"	
"100062"	"বিভাস"	
"100063"	"কালান্তর প্রকাশনী"	
"100064"	"শিকড়"	
"100065"	"নিমফিয়া পাবলিকেশন"	
"100066"	"গতিধারা"	
"100067"	"বইপত্র"	
"100068"	"আনন্দ ধারা"	
"100069"	"বাতায়ন প্রকাশনী"	
"100070"	"প্রথমা প্রকাশন"	
